node_id,x_coord,y_coord
485,6452761.097,1871869.88
486,6452779.361,1871855.957
487,6452797.676,1871842.102
488,6452816.353,1871828.738
489,6452835.03,1871815.374
490,6452853.708,1871802.01
491,6452872.385,1871788.646
492,6452891.062,1871775.283
493,6452909.859,1871762.099
494,6452929.412,1871750.053
495,6452948.965,1871738.007
496,6452968.518,1871725.96
497,6452988.071,1871713.914
498,6453007.831,1871702.219
499,6453027.826,1871690.92
500,6453047.82,1871679.622
501,6453067.815,1871668.324
502,6453087.856,1871657.117
503,6453108.665,1871647.4
504,6453129.474,1871637.682
505,6453150.283,1871627.965
506,6453171.092,1871618.248
507,6453191.901,1871608.531
508,6453212.831,1871599.093
509,6453234.096,1871590.419
510,6453255.361,1871581.745
511,6453276.626,1871573.071
512,6453291.78,1871566.89
513,6451032.02,1873416.23
514,6451046.649,1873398.551
515,6451061.701,1873381.205
516,6451076.753,1873363.859
517,6451091.804,1873346.514
518,6451106.856,1873329.168
519,6451121.908,1873311.822
520,6451136.96,1873294.476
521,6451152.065,1873277.179
522,6451168.001,1873260.642
523,6451183.937,1873244.105
524,6451199.873,1873227.568
525,6451215.808,1873211.03
526,6451231.744,1873194.493
527,6451247.68,1873177.956
528,6451263.616,1873161.419
529,6451279.552,1873144.882
530,6451295.862,1873128.724
531,6451312.638,1873113.04
532,6451329.414,1873097.355
533,6451346.19,1873081.671
534,6451362.965,1873065.987
535,6451379.741,1873050.302
536,6451396.517,1873034.618
537,6451413.293,1873018.934
538,6451430.069,1873003.249
539,6451446.845,1872987.565
540,6451463.621,1872971.881
541,6451480.861,1872956.708
542,6451498.11,1872941.545
543,6451515.358,1872926.381
544,6451532.606,1872911.217
545,6451549.854,1872896.053
546,6451567.102,1872880.89
547,6451584.35,1872865.726
548,6451601.598,1872850.562
549,6451618.846,1872835.399
550,6451636.094,1872820.235
551,6451653.342,1872805.071
552,6451670.631,1872789.955
553,6451687.95,1872774.872
554,6451705.269,1872759.79
555,6451722.588,1872744.708
556,6451739.908,1872729.625
557,6451757.227,1872714.543
558,6451774.546,1872699.461
559,6451791.865,1872684.378
560,6451809.184,1872669.296
561,6451826.504,1872654.214
562,6451843.823,1872639.131
563,6451861.142,1872624.049
564,6451878.461,1872608.966
565,6451895.78,1872593.884
566,6451913.1,1872578.802
567,6451930.419,1872563.719
568,6451947.658,1872548.546
569,6451964.879,1872533.351
570,6451982.099,1872518.156
571,6451999.319,1872502.961
572,6452016.539,1872487.765
573,6452033.76,1872472.57
574,6452050.98,1872457.375
575,6452068.2,1872442.18
576,6452085.474,1872427.045
577,6452102.783,1872411.952
578,6452120.092,1872396.858
579,6452137.401,1872381.764
580,6452154.711,1872366.67
581,6452172.02,1872351.577
582,6452189.329,1872336.483
583,6452206.638,1872321.389
584,6452223.948,1872306.295
585,6452241.257,1872291.202
586,6452258.566,1872276.108
587,6452275.875,1872261.014
588,6452293.184,1872245.919
589,6452310.49,1872230.822
590,6452327.796,1872215.725
591,6452345.103,1872200.628
592,6452362.409,1872185.531
593,6452379.715,1872170.433
594,6452397.021,1872155.336
595,6452414.328,1872140.239
596,6452431.634,1872125.142
597,6452448.94,1872110.045
598,6452466.246,1872094.947
599,6452483.553,1872079.85
600,6452500.859,1872064.753
601,6452518.437,1872049.979
602,6452536.236,1872035.466
603,6452554.035,1872020.952
604,6452571.834,1872006.439
605,6452589.633,1871991.926
606,6452607.432,1871977.413
607,6452625.231,1871962.9
608,6452643.03,1871948.387
609,6452660.829,1871933.874
610,6452678.628,1871919.361
611,6452696.532,1871904.984
612,6452714.971,1871891.293
613,6452733.41,1871877.602
614,6452751.849,1871863.911
615,6452770.288,1871850.22
616,6452788.726,1871836.529
617,6452807.165,1871822.838
618,6452825.604,1871809.147
619,6452844.043,1871795.456
620,6452862.482,1871781.765
621,6452881.021,1871768.219
622,6452900.292,1871755.726
623,6452919.563,1871743.233
624,6452938.833,1871730.741
625,6452958.104,1871718.248
626,6452978.011,1871706.808
627,6452998.029,1871695.551
628,6453018.047,1871684.295
629,6453038.066,1871673.039
630,6453058.084,1871661.783
631,6453078.303,1871650.909
632,6453098.942,1871640.837
633,6453119.581,1871630.764
634,6453140.221,1871620.692
635,6453160.86,1871610.62
636,6453181.5,1871600.548
637,6453202.65,1871591.612
638,6453223.877,1871582.845
639,6453245.104,1871574.078
640,6453266.33,1871565.312
641,6453287.4,1871556.61
642,6451296.38,1873090.35
643,6451314.141,1873075.79
644,6451331.902,1873061.231
645,6451349.663,1873046.671
646,6451367.424,1873032.111
647,6451385.184,1873017.552
648,6451402.945,1873002.992
649,6451420.706,1872988.433
650,6451438.467,1872973.873
651,6451456.228,1872959.313
652,6451473.989,1872944.754
653,6451491.75,1872930.194
654,6451509.511,1872915.634
655,6451527.182,1872900.969
656,6451544.435,1872885.812
657,6451561.689,1872870.654
658,6451578.942,1872855.497
659,6451596.196,1872840.339
660,6451613.449,1872825.182
661,6451630.703,1872810.024
662,6451647.956,1872794.867
663,6451665.21,1872779.709
664,6451682.463,1872764.552
665,6451699.716,1872749.394
666,6451716.97,1872734.237
667,6451734.223,1872719.079
668,6451751.477,1872703.922
669,6451768.73,1872688.764
670,6451785.984,1872673.607
671,6451803.237,1872658.449
672,6451820.491,1872643.292
673,6451837.744,1872628.135
674,6451854.998,1872612.977
675,6451872.251,1872597.82
676,6451889.505,1872582.662
677,6451906.758,1872567.505
678,6451924.012,1872552.347
679,6451941.265,1872537.19
680,6451958.519,1872522.032
681,6451975.772,1872506.875
682,6451993.026,1872491.717
683,6452010.279,1872476.56
684,6452027.533,1872461.402
685,6452044.786,1872446.245
686,6452062.04,1872431.087
687,6452079.293,1872415.93
688,6452096.308,1872400.521
689,6452112.337,1872384.074
690,6452128.367,1872367.628
691,6452144.396,1872351.181
692,6452160.426,1872334.735
693,6452176.455,1872318.288
694,6452192.484,1872301.842
695,6452208.514,1872285.395
696,6452232.31,1872260.98
